4565	0.08536585
8220	0.07317075
1213	0.07317075
9014	0.06097561
1986	0.03658537
1990	0.03658537
1314	0.03658537
1992	0.02439022
1987	0.02439022
1057	0.02439022
2009	0.02439022
2756	0.02439022
9591	0.02439022
0147	0.02439022
2010	0.02439022
1989	0.02439022
1234	0.02439022
6311	0.01219511
9310	0.01219511
0863	0.01219511
1976	0.01219511
3333	0.01219511
9267	0.01219511
3249	0.01219511
6688	0.01219511
1381	0.01219511
9527	0.01219511
1963	0.01219511
2007	0.01219511
1991	0.01219511
0258	0.01219511
1220	0.01219511
8888	0.01219511
0407	0.01219511
0205	0.01219511
1995	0.01219511
9147	0.01219511
2000	0.01219511
7789	0.01219511
1010	0.01219511
0628	0.01219511
1410	0.01219511
1957	0.01219511
2012	0.01219511
2566	0.01219511
0589	0.01219511
